TAD	Term	P.value	P.adjust
TAD2608	Nitrogen metabolism|Pyrimidine metabolism|Vasopressin-regulated water reabsorption	0.0343313576352196|0.110802173775178|0.0865951072207253	0.115232122591671|0.126402479830167|0.120759284562
TAD2629	AGE-RAGE signaling pathway in diabetic complications|Axon guidance|B cell receptor signaling pathway|C-type lectin receptor signaling pathway|Calcium signaling pathway|Epithelial cell signaling in Helicobacter pylori infection|Epstein-Barr virus infection|ErbB signaling pathway|Fc epsilon RI signaling pathway|Fc gamma R-mediated phagocytosis|Glioma|Hepatocellular carcinoma|HIF-1 signaling pathway|Human immunodeficiency virus 1 infection|Inflammatory mediator regulation of TRP channels|Inositol phosphate metabolism|Kaposi sarcoma-associated herpesvirus infection|Leukocyte transendothelial migration|MicroRNAs in cancer|Natural killer cell mediated cytotoxicity|Neurotrophin signaling pathway|NF-kappa B signaling pathway|Non-small cell lung cancer|Osteoclast differentiation|Phosphatidylinositol signaling system|Phospholipase D signaling pathway|Platelet activation|Proteoglycans in cancer|Ras signaling pathway|Thyroid hormone signaling pathway|VEGF signaling pathway|Vibrio cholerae infection	0.0254717933775703|0.0458630623375273|0.0181188031520159|0.0264838301348975|0.0476151497413828|0.0173565716881879|0.0508647544874338|0.0216719729206065|0.0173565716881879|0.0231927883360841|0.0191346517238717|0.0426049138692575|0.0254717933775703|0.053610082459735|0.0254717933775703|0.0188807388716129|0.0471147176426318|0.0285063263469892|0.0751830467840097|0.0333013261401325|0.0302742853578905|0.024206008070334|0.016848253076619|0.0322928383135732|0.0252187020370631|0.0375815338091027|0.0315361274087178|0.0508647544874338|0.0585914011181956|0.0295167858017532|0.0150681028313204|0.012776972276377	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.11858757455853|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.115232122591671|0.115232122591671|0.115232122591671
TAD2649	Adrenergic signaling in cardiomyocytes|Apelin signaling pathway|cGMP-PKG signaling pathway|Chemokine signaling pathway|Cholinergic synapse|Kaposi sarcoma-associated herpesvirus infection|Oxytocin signaling pathway|Phospholipase D signaling pathway|PI3K-Akt signaling pathway|Platelet activation|Salmonella infection|SNARE interactions in vesicular transport|Toxoplasmosis	0.0169025775479114|0.0151759001805471|0.0218172330347379|0.0280806632093284|0.0103225838683099|0.0269905960757129|0.01871048499897|0.0175711150164861|0.0861483800206721|0.0125477228039631|0.114854126316193|0.0469348969715031|0.0105004948885725	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.120561949010329|0.115232122591671|0.127795436323651|0.115232122591671|0.115232122591671
TAD2656	Intestinal immune network for IgA production|Primary immunodeficiency	0.0303928568230681|0.0234939979046532	0.115232122591671|0.115232122591671
TAD2670	C-type lectin receptor signaling pathway|Tuberculosis	0.0649124370803096|0.109596634230831	0.116636733975924|0.126402479830167
TAD2673	Regulation of actin cytoskeleton|SNARE interactions in vesicular transport	0.103042350472388|0.0837393207462656	0.124710701580621|0.119543551774631
TAD2716	GnRH signaling pathway|Proteasome	0.123652949490751|0.0616852929488551	0.130373896527958|0.116002141856372
TAD2723	Epstein-Barr virus infection|Proteasome	0.0508647544874338|0.0115029718516229	0.115232122591671|0.115232122591671
TAD2726	ABC transporters	6.31521032101889e-09	6.23627019200615e-07
TAD2727	ABC transporters|Amyotrophic lateral sclerosis (ALS)|Cellular senescence|Epstein-Barr virus infection|Fc epsilon RI signaling pathway|Fluid shear stress and atherosclerosis|GnRH signaling pathway|Hepatitis B|Human cytomegalovirus infection|Human immunodeficiency virus 1 infection|Inflammatory mediator regulation of TRP channels|Influenza A|Kaposi sarcoma-associated herpesvirus infection|MAPK signaling pathway|Osteoclast differentiation|Rap1 signaling pathway|TNF signaling pathway|Toll-like receptor signaling pathway|Toxoplasmosis	9.723691144917e-05|0.0194849282205877|0.0602771978319077|0.0753232396602578|0.0259232067042398|0.0525078751696363|0.0353399703158229|0.061383621752249|0.084055701044725|0.0793324750903166|0.0379657447445247|0.0643298389728526|0.0698373666834616|0.109210998994361|0.0480490959461599|0.0771470591953285|0.0417085790798323|0.039464045733099|0.0428295333313014	0.00404300842341286|0.115232122591671|0.116002141856372|0.11858757455853|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.119543551774631|0.119543551774631|0.115232122591671|0.116483782209881|0.116895301324227|0.126402479830167|0.115232122591671|0.118923783923687|0.115232122591671|0.115232122591671|0.115232122591671
TAD2744	Adherens junction|Fructose and mannose metabolism|One carbon pool by folate|Pyrimidine metabolism	0.0453096056533021|0.0209756084382271|0.0127549353826338|0.0360083272829534	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671
TAD2763	mTOR signaling pathway|RNA transport	0.038587261356176|0.0418522448022211	0.115232122591671|0.115232122591671
TAD2765	mRNA surveillance pathway	0.0679940509045444	0.116873426769585
TAD2774	Amoebiasis|Cholesterol metabolism|ECM-receptor interaction|Lysosome|Small cell lung cancer|Toxoplasmosis	0.094340305676869|0.0501555594515783|0.0810872677348138|0.1194281630081|0.091514536402497|0.11020820056679	0.122706681526324|0.115232122591671|0.119543551774631|0.129771183839744|0.122358683260164|0.126402479830167
TAD2787	Oxidative phosphorylation|Parkinson disease	0.113437701965049|0.120697954341953	0.126789956992472|0.129771183839744
TAD2793	Adherens junction|AGE-RAGE signaling pathway in diabetic complications|Apelin signaling pathway|Cell cycle|Chronic myeloid leukemia|Colorectal cancer|FoxO signaling pathway|Gastric cancer|Hepatitis B|Hepatocellular carcinoma|Hippo signaling pathway|Human T-cell leukemia virus 1 infection|Pancreatic cancer|Pyruvate metabolism|RNA transport|Signaling pathways regulating pluripotency of stem cells|TGF-beta signaling pathway|Th17 cell differentiation|Wnt signaling pathway	0.0364126721310443|0.0503010987034357|0.0684227340264977|0.0620854964125581|0.038405999742224|0.0433757885322613|0.0659891478462581|0.0742439372917064|0.0810008123734034|0.0834049947548088|0.0795560346503326|0.107659115766506|0.0379079580484483|0.0198492369445546|0.0819630521520166|0.0693948357224532|0.0453583003597029|0.0537496193044272|0.0785919035538143	0.115232122591671|0.115232122591671|0.116873426769585|0.116002141856372|0.115232122591671|0.115232122591671|0.116636733975924|0.11858757455853|0.119543551774631|0.119543551774631|0.119543551774631|0.126402479830167|0.115232122591671|0.115232122591671|0.119543551774631|0.116895301324227|0.115232122591671|0.115232122591671|0.119543551774631
TAD2797	Aldosterone-regulated sodium reabsorption|Porphyrin and chlorophyll metabolism|Tight junction|Ubiquitin mediated proteolysis	0.0281279240400292|0.0318779084067983|0.12385520170156|0.10087028972494	0.115232122591671|0.115232122591671|0.130373896527958|0.123396384057437
TAD28	Amino sugar and nucleotide sugar metabolism|Bladder cancer|Butanoate metabolism|Galactose metabolism|Non-small cell lung cancer|Other glycan degradation|Synthesis and degradation of ketone bodies|Valine, leucine and isoleucine degradation	0.0884897972284953|0.0760570700261028|0.0525467775836803|0.0580212626546184|0.119746421201054|0.0340832732055819|0.0190712620221233|0.0884897972284953	0.122144595105021|0.118923783923687|0.115232122591671|0.116002141856372|0.129771183839744|0.115232122591671|0.115232122591671|0.122144595105021
TAD280	Arginine and proline metabolism|Collecting duct acid secretion|Epithelial cell signaling in Helicobacter pylori infection|Glutathione metabolism|Notch signaling pathway|Pathogenic Escherichia coli infection|Pyrimidine metabolism|Vibrio cholerae infection	0.101667044083931|0.057287311127067|0.00935565592442875|0.00642244273745244|0.0996931963069404|0.113424863382521|0.117311841909627|0.103636818397174	0.12385036981697|0.115375190636324|0.115232122591671|0.114016399159268|0.12317189900491|0.126789956992472|0.128896182348547|0.125105764779263
TAD2800	Protein export|Protein processing in endoplasmic reticulum|Synaptic vesicle cycle	0.0146568968592609|0.101388045277807|0.0490099516868633	0.115232122591671|0.1237968404474|0.115232122591671
TAD2845	Homologous recombination|SNARE interactions in vesicular transport	0.0412935250287653|0.0343508976951106	0.115232122591671|0.115232122591671
TAD2849	Herpes simplex virus 1 infection	6.68669185484547e-25	5.28248656532792e-22
TAD2851	Ribosome biogenesis in eukaryotes|RNA transport	0.0383404659553486|0.062120755008328	0.115232122591671|0.116002141856372
TAD2881	Sulfur relay system	0.0273643184859186	0.115232122591671
TAD2882	Adrenergic signaling in cardiomyocytes|Arrhythmogenic right ventricular cardiomyopathy (ARVC)|Cardiac muscle contraction|Dilated cardiomyopathy (DCM)|Herpes simplex virus 1 infection|Hypertrophic cardiomyopathy (HCM)|Long-term depression|MicroRNAs in cancer|Oxytocin signaling pathway|Staphylococcus aureus infection	0.148016896867385|0.080929072987934|0.0973062268586375|0.13683628163563|7.78821845243781e-14|0.117954974326334|0.207161510962153|0.245873306363229|0.169460779045928|0.0707497289093327	0.152854050359784|0.119543551774631|0.122935610123605|0.142519001308039|3.07634628871293e-11|0.128981164180002|0.210356804190361|0.247913097673199|0.173524323326356|0.117904655459813
TAD2888	Herpes simplex virus 1 infection	4.67536823666639e-06	0.000217267112174497
TAD29	Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway	0.0521479473947933|0.0172836191249463	0.115232122591671|0.115232122591671
TAD2903	Glycerophospholipid metabolism	0.0838804415716582	0.119543551774631
TAD2914	Protein processing in endoplasmic reticulum|Thermogenesis	0.0819630521520166|0.113295306233357	0.119543551774631|0.126789956992472
TAD2930	Necroptosis|Peroxisome|RNA transport	0.118328581386925|0.0621754716069909|0.120404458325026	0.12911544101612|0.116002141856372|0.129771183839744
TAD2953	Breast cancer|Estrogen signaling pathway|Thyroid hormone signaling pathway	0.0907453059040643|0.0847892492147985|0.0721799219882411	0.122358683260164|0.119543551774631|0.1185626356522
TAD2955	Chemokine signaling pathway|Endocytosis|Kaposi sarcoma-associated herpesvirus infection	0.048115450398254|0.0615738831030179|0.0471147176426318	0.115232122591671|0.116002141856372|0.115232122591671
TAD2956	Endocytosis	0.248820490750599	0.250724729200221
TAD2958	Mucin type O-glycan biosynthesis|Necroptosis	0.0118742369625068|0.0610149103296035	0.115232122591671|0.116002141856372
TAD3007	Glutamatergic synapse|Neuroactive ligand-receptor interaction	0.0432029903998417|0.124432786718035	0.115232122591671|0.130661597298493
TAD3017	Acute myeloid leukemia|Arachidonic acid metabolism|Chemical carcinogenesis|Chronic myeloid leukemia|Folate biosynthesis|Metabolism of xenobiotics by cytochrome P450|Th17 cell differentiation	0.057755465185909|0.0551936934831303|0.0713179375071793|0.0662517529701067|0.0231042259831684|0.0645577691905748|0.0921742778862079	0.115804105322|0.115232122591671|0.117927601361875|0.11669762507555|0.115232122591671|0.116572886081266|0.122358683260164
TAD3018	Arachidonic acid metabolism|Metabolism of xenobiotics by cytochrome P450	0.031916355130557|0.0374097229153818	0.115232122591671|0.115232122591671
TAD3020	Cholinergic synapse|Circadian entrainment|GABAergic synapse|Glycosylphosphatidylinositol (GPI)-anchor biosynthesis|Morphine addiction|Serotonergic synapse	0.122081224321095|0.106540178141764|0.0981520375841486|0.028486297697213|0.100255608643541|0.123108697530602	0.129860231875057|0.126092495478642|0.122935610123605|0.115232122591671|0.123175631148363|0.13010818869455
TAD3033	Histidine metabolism|One carbon pool by folate|Steroid biosynthesis	0.0376813989634867|0.0328418946795157|0.0312237408353504	0.115232122591671|0.115232122591671|0.115232122591671
TAD3038	Arginine and proline metabolism|Endocrine and other factor-regulated calcium reabsorption	0.112940671694065|0.110761728289047	0.126789956992472|0.126402479830167
TAD3061	Glycerophospholipid metabolism	0.0488202794605933	0.115232122591671
TAD3067	African trypanosomiasis|Fluid shear stress and atherosclerosis|Salmonella infection	0.0327404518505116|0.118283554123519|0.0746822888572957	0.115232122591671|0.12911544101612|0.11858757455853
TAD3071	Human immunodeficiency virus 1 infection|MAPK signaling pathway	2.49638222680621e-09|0.201348774959344	3.28690326529484e-07|0.204849365380401
TAD3079	Amino sugar and nucleotide sugar metabolism|Cholesterol metabolism|Fatty acid biosynthesis|Glycosphingolipid biosynthesis	0.0771499231150502|0.0802419444083182|0.0214622199187275|0.0724938965035246	0.118923783923687|0.119543551774631|0.115232122591671|0.11858757455853
TAD3081	Bladder cancer|Cell cycle|Oocyte meiosis	0.0412935250287653|0.120345544789052|0.12126209019693	0.115232122591671|0.129771183839744|0.129806302514329
TAD3085	Sphingolipid metabolism	0.0297673038274698	0.115232122591671
TAD316	AGE-RAGE signaling pathway in diabetic complications|Aldosterone synthesis and secretion|Apelin signaling pathway|cGMP-PKG signaling pathway|Fc gamma R-mediated phagocytosis|Inflammatory mediator regulation of TRP channels|Insulin resistance|MicroRNAs in cancer|Sphingolipid signaling pathway|Tight junction|Type II diabetes mellitus|Vascular smooth muscle contraction	0.0128172263522173|0.0125608818251731|0.0175596001025375|0.0212765957446808|0.0116636759805179|0.0128172263522173|0.0138426044603945|0.0383235067931299|0.0152524993591386|0.0217892847987694|0.00589592412201989|0.0169187387849269	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.114016399159268|0.115232122591671
TAD332	Amphetamine addiction|Amyotrophic lateral sclerosis (ALS)|B cell receptor signaling pathway|C-type lectin receptor signaling pathway|Glucagon signaling pathway|Glutamatergic synapse|Long-term potentiation|Natural killer cell mediated cytotoxicity|Oocyte meiosis|Osteoclast differentiation|Renin secretion|T cell receptor signaling pathway|Th1 and Th2 cell differentiation|Th17 cell differentiation|VEGF signaling pathway	0.0594600033487165|0.0448868144898162|0.0620118546878712|0.0896929125545001|0.0888644999684212|0.097941594930177|0.0586080649459527|0.111817353448547|0.106941068198836|0.108569039878418|0.0603112808217652|0.0872057360653852|0.0797092261988706|0.0921742778862079|0.0517687128998344	0.116002141856372|0.115232122591671|0.116002141856372|0.122358683260164|0.122198355047959|0.122935610123605|0.116002141856372|0.126450006764748|0.126402479830167|0.126402479830167|0.116002141856372|0.121396531262827|0.119543551774631|0.122358683260164|0.115232122591671
TAD346	Glycosphingolipid biosynthesis|RNA polymerase	0.0671049004212343|0.0466839921530557	0.116873426769585|0.115232122591671
TAD365	MAPK signaling pathway	0.109210998994361	0.126402479830167
TAD370	Amino sugar and nucleotide sugar metabolism|ErbB signaling pathway|Osteoclast differentiation|Pathogenic Escherichia coli infection|T cell receptor signaling pathway	0.0481924376975323|0.0839414012972099|0.123092674507724|0.0550478718442339|0.0990328330066802	0.115232122591671|0.119543551774631|0.13010818869455|0.115232122591671|0.122935610123605
TAD417	Cell cycle	0.0315361274087178	0.115232122591671
TAD432	Glucagon signaling pathway|Insulin secretion|Proteasome|Protein digestion and absorption|RIG-I-like receptor signaling pathway	0.100903878608992|0.0848910538551496|0.0452410984849958|0.0886810554817654|0.0695927723472249	0.123396384057437|0.119543551774631|0.115232122591671|0.122158733793539|0.116895301324227
TAD454	Arrhythmogenic right ventricular cardiomyopathy (ARVC)|Cell adhesion molecules (CAMs)|Dilated cardiomyopathy (DCM)|ECM-receptor interaction|Focal adhesion|Hematopoietic cell lineage|Human papillomavirus infection|Hypertrophic cardiomyopathy (HCM)|Intestinal immune network for IgA production|Leishmaniasis|Leukocyte transendothelial migration|Maturity onset diabetes of the young|Regulation of actin cytoskeleton	0.027433988604894|0.0547320342034118|0.0345888724721631|0.0312041072412765|0.0745930395589279|0.0368409970803902|0.121614061397559|0.0323332398823694|0.0183458247144219|0.0281887934002667|0.0424559790968788|0.00996543045687792|0.080060179603247	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.11858757455853|0.115232122591671|0.129831227708205|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.119543551774631
TAD470	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0.012758193699595	0.115232122591671
TAD471	Spliceosome	0.0340573469751164	0.115232122591671
TAD502	Human immunodeficiency virus 1 infection|Lysosome	0.10435895480321|0.0615966810360954	0.125105764779263|0.116002141856372
TAD506	Adipocytokine signaling pathway|AGE-RAGE signaling pathway in diabetic complications|Aldosterone-regulated sodium reabsorption|Amoebiasis|ECM-receptor interaction|Focal adhesion|Human papillomavirus infection|Insulin resistance|Longevity regulating pathway|Pathways in cancer|PI3K-Akt signaling pathway|Protein digestion and absorption|Regulation of lipolysis in adipocytes|Relaxin signaling pathway|Small cell lung cancer|Type II diabetes mellitus	0.0768746354325233|0.00552185139100711|0.0419016963965186|0.00509901170199557|0.00374485660240902|0.0207091803584231|0.052740677454869|0.117960621670951|0.111747480791537|0.120735924578203|0.00634142761326756|0.00449454790502308|0.0617161252505158|0.0091868731904952|0.00479229045477513|0.0518549192019608	0.118923783923687|0.110437027820142|0.115232122591671|0.104629071287701|0.0916466954876554|0.115232122591671|0.115232122591671|0.128981164180002|0.126450006764748|0.129771183839744|0.114016399159268|0.100019516759669|0.116002141856372|0.115232122591671|0.100957585580596|0.115232122591671
TAD526	Aldosterone synthesis and secretion|Alzheimer disease|Apelin signaling pathway|Apoptosis|Autophagy|C-type lectin receptor signaling pathway|Calcium signaling pathway|Cellular senescence|cGMP-PKG signaling pathway|Cholinergic synapse|Circadian entrainment|Cortisol synthesis and secretion|Cushing syndrome|Dopaminergic synapse|Estrogen signaling pathway|Gap junction|Gastric acid secretion|Glucagon signaling pathway|Glutamatergic synapse|GnRH signaling pathway|Human cytomegalovirus infection|Human immunodeficiency virus 1 infection|Huntington disease|Inflammatory mediator regulation of TRP channels|Kaposi sarcoma-associated herpesvirus infection|Long-term depression|Long-term potentiation|Lysine degradation|Lysosome|NOD-like receptor signaling pathway|Oocyte meiosis|Oxytocin signaling pathway|Pancreatic secretion|Parathyroid hormone synthesis, secretion and action|Phosphatidylinositol signaling system|Platelet activation|Proteoglycans in cancer|Renin secretion|Retrograde endocannabinoid signaling|Salivary secretion|Serotonergic synapse|Thyroid hormone synthesis|Vascular smooth muscle contraction	0.0493140781474406|0.0848452380670496|0.0684227340264977|0.071336756540808|0.0640388484835055|0.0522728339423257|0.0929745835665464|0.0795560346503326|0.0824438885788062|0.0562070921038219|0.0488202794605933|0.0329168936841359|0.0771442869966578|0.0655018590229091|0.0684227340264977|0.0443674300236307|0.0379079580484483|0.0517801882419708|0.0571887397387849|0.0468431608223788|0.1104805590092|0.10435895480321|0.0953552264725492|0.0503010987034357|0.0920210119965628|0.0304140918695621|0.0339166564761243|0.0299129491337405|0.0615966810360954|0.0881992049447614|0.0625741207957764|0.076178262105553|0.0493140781474406|0.0532575494236703|0.0498076845450792|0.0620854964125581|0.0991545037746685|0.0349156439076135|0.0737598818340811|0.0453583003597029|0.0566980116918041|0.0374097229153818|0.0659891478462581	0.115232122591671|0.119543551774631|0.116873426769585|0.117927601361875|0.116483782209881|0.115232122591671|0.122416535029286|0.119543551774631|0.119543551774631|0.115232122591671|0.115232122591671|0.115232122591671|0.118923783923687|0.116636733975924|0.116873426769585|0.115232122591671|0.115232122591671|0.115232122591671|0.115375190636324|0.115232122591671|0.126402479830167|0.125105764779263|0.122880787262533|0.115232122591671|0.122358683260164|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.122133868372238|0.11604120992644|0.118923783923687|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.122935610123605|0.115232122591671|0.11858757455853|0.115232122591671|0.115375190636324|0.115232122591671|0.116636733975924
TAD527	Aldosterone synthesis and secretion|Alzheimer disease|Apelin signaling pathway|Apoptosis|Autophagy|C-type lectin receptor signaling pathway|Calcium signaling pathway|Cellular senescence|cGMP-PKG signaling pathway|Cholinergic synapse|Circadian entrainment|Circadian rhythm|Cortisol synthesis and secretion|Cushing syndrome|Dopaminergic synapse|Estrogen signaling pathway|Gap junction|Gastric acid secretion|Glucagon signaling pathway|Glutamatergic synapse|GnRH signaling pathway|Human cytomegalovirus infection|Human immunodeficiency virus 1 infection|Huntington disease|Inflammatory mediator regulation of TRP channels|Kaposi sarcoma-associated herpesvirus infection|Long-term depression|Long-term potentiation|NOD-like receptor signaling pathway|Oocyte meiosis|Oxytocin signaling pathway|Pancreatic secretion|Parathyroid hormone synthesis, secretion and action|Phosphatidylinositol signaling system|Platelet activation|Protein processing in endoplasmic reticulum|Proteoglycans in cancer|Renin secretion|Retrograde endocannabinoid signaling|Salivary secretion|Serotonergic synapse|Thyroid hormone synthesis|Vascular smooth muscle contraction	0.0730605999341524|0.124543994781983|0.10087028972494|0.10508632533288|0.0945152097579345|0.0773850684184714|0.136184619122638|0.116942396593547|0.121095511520004|0.083124862286952|0.0723382156764053|0.023611972395112|0.0489729116005262|0.11346898682744|0.0966377152622144|0.10087028972494|0.0658156194682409|0.0563266522528104|0.0766654935335774|0.0845551515328895|0.0694439854016072|0.161074797644107|0.152398636811622|0.139583678691923|0.0745039621816982|0.134821865818997|0.0452781719962687|0.0504474672426763|0.129352922839022|0.0923885500818832|0.112076438811949|0.0730605999341524|0.0788228162977008|0.0737825153547644|0.091678739250352|0.120404458325026|0.144998987488432|0.051920117158856|0.108587091824418|0.0672683779620874|0.0838402395075344|0.0555934173283761|0.0973442950703786	0.11858757455853|0.130661597298493|0.123396384057437|0.125105764779263|0.122706681526324|0.119053951413033|0.141933837871879|0.128669210736632|0.129771183839744|0.119543551774631|0.1185626356522|0.115232122591671|0.115232122591671|0.126789956992472|0.122935610123605|0.123396384057437|0.116636733975924|0.115232122591671|0.118923783923687|0.119543551774631|0.116895301324227|0.165258558621876|0.156968608971554|0.14518907987705|0.11858757455853|0.140699173047567|0.115232122591671|0.115232122591671|0.135528924459983|0.122358683260164|0.126450006764748|0.11858757455853|0.119543551774631|0.11858757455853|0.122358683260164|0.129771183839744|0.150228459168343|0.115232122591671|0.126402479830167|0.116873426769585|0.119543551774631|0.115232122591671|0.122935610123605
TAD542	Ribosome|Ubiquitin mediated proteolysis	0.112076438811949|0.00438404666409124	0.126450006764748|0.0992534459468183
TAD546	RIG-I-like receptor signaling pathway	0.035414846988484	0.115232122591671
TAD548	Adherens junction|AGE-RAGE signaling pathway in diabetic complications|beta-Alanine metabolism|Chagas disease (American trypanosomiasis)|Chronic myeloid leukemia|Colorectal cancer|FoxO signaling pathway|Glycerophospholipid metabolism|N-Glycan biosynthesis|Osteoclast differentiation|Pancreatic cancer|Pantothenate and CoA biosynthesis|Relaxin signaling pathway|Taurine and hypotaurine metabolism|TGF-beta signaling pathway|Th17 cell differentiation	0.0628611519349521|0.0863753839084597|0.0274944799445929|0.0888644999684212|0.0662517529701067|0.0746822888572957|0.112627844717725|0.0838804415716582|0.0440235746836739|0.108569039878418|0.0654050900518152|0.0169293368616107|0.111006227743934|0.00983138336160272|0.0780361878624738|0.0921742778862079	0.116164467903186|0.120759284562|0.115232122591671|0.122198355047959|0.11669762507555|0.11858757455853|0.12674643493875|0.119543551774631|0.115232122591671|0.126402479830167|0.116636733975924|0.115232122591671|0.126450006764748|0.115232122591671|0.119127707075081|0.122358683260164
TAD566	Adrenergic signaling in cardiomyocytes|Aldosterone synthesis and secretion|Amphetamine addiction|Arrhythmogenic right ventricular cardiomyopathy (ARVC)|Carbohydrate digestion and absorption|Cardiac muscle contraction|Cellular senescence|cGMP-PKG signaling pathway|Cholinergic synapse|Circadian entrainment|Cortisol synthesis and secretion|Cushing syndrome|Dilated cardiomyopathy (DCM)|Dopaminergic synapse|GABAergic synapse|Glutamatergic synapse|Glycine, serine and threonine metabolism|GnRH signaling pathway|Hypertrophic cardiomyopathy (HCM)|IL-17 signaling pathway|Insulin secretion|Oxytocin signaling pathway|Renin secretion|Retrograde endocannabinoid signaling|RNA degradation|Serotonergic synapse|Tight junction|Type II diabetes mellitus|Vascular smooth muscle contraction	0.106488004180877|0.0730605999341524|0.051184030293296|0.0541255231078311|0.0333745220507028|0.0585235112313578|0.116942396593547|0.121095511520004|0.083124862286952|0.0723382156764053|0.0489729116005262|0.11346898682744|0.0679940509045444|0.0966377152622144|0.0665422342314234|0.0845551515328895|0.0303793642714779|0.0694439854016072|0.0636329465390405|0.0694439854016072|0.0643609758665987|0.112076438811949|0.051920117158856|0.108587091824418|0.0592548497777859|0.0838402395075344|0.12385520170156|0.034869207193261|0.0973442950703786	0.126092495478642|0.11858757455853|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372|0.128669210736632|0.129771183839744|0.119543551774631|0.1185626356522|0.115232122591671|0.126789956992472|0.116873426769585|0.122935610123605|0.116873426769585|0.119543551774631|0.115232122591671|0.116895301324227|0.116483782209881|0.116895301324227|0.116483782209881|0.126450006764748|0.115232122591671|0.126402479830167|0.116002141856372|0.119543551774631|0.130373896527958|0.115232122591671|0.122935610123605
TAD6	Circadian entrainment|Circadian rhythm|Parkinson disease|Phagosome|SNARE interactions in vesicular transport	0.0723382156764053|0.023611972395112|0.10438479906583|0.11137948154257|0.0258721289932355	0.1185626356522|0.115232122591671|0.125105764779263|0.126450006764748|0.115232122591671
TAD611	C-type lectin receptor signaling pathway|Cell adhesion molecules (CAMs)|Endocytosis|ErbB signaling pathway|Insulin signaling pathway|Measles|T cell receptor signaling pathway|Ubiquitin mediated proteolysis	0.0264838301348975|0.0368268931138618|0.0615738831030179|0.0216719729206065|0.0348130720658695|0.0350649147085139|0.0257248518576072|0.0348130720658695	0.115232122591671|0.115232122591671|0.116002141856372|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671
TAD627	Aldosterone synthesis and secretion|Amphetamine addiction|Bile secretion|Biosynthesis of unsaturated fatty acids|Cholinergic synapse|Circadian entrainment|Cocaine addiction|Cortisol synthesis and secretion|Dilated cardiomyopathy (DCM)|Fatty acid elongation|GABAergic synapse|Gap junction|Gastric acid secretion|GnRH signaling pathway|Inflammatory mediator regulation of TRP channels|Insulin secretion|Longevity regulating pathway|Melanogenesis|Morphine addiction|Ovarian steroidogenesis|Pancreatic secretion|Parathyroid hormone synthesis, secretion and action|Progesterone-mediated oocyte maturation|Regulation of lipolysis in adipocytes|Renin secretion|Salivary secretion|Serotonergic synapse|Thyroid hormone synthesis	0.107583804150424|0.0757991495708916|0.0800944213285502|0.0307337261586001|0.122081224321095|0.106540178141764|0.0551521750613402|0.0725660061841644|0.100255608643541|0.0307337261586001|0.0981520375841486|0.0970986136176667|0.0833042208196677|0.102354817145962|0.109667805981197|0.0949884838485362|0.111747480791537|0.110708183772183|0.100255608643541|0.0551521750613402|0.107583804150424|0.11589388079156|0.108626346435295|0.0617161252505158|0.0768746354325233|0.0992043689288581|0.123108697530602|0.0822353955816028	0.126402479830167|0.118923783923687|0.119543551774631|0.115232122591671|0.129860231875057|0.126092495478642|0.115232122591671|0.11858757455853|0.123175631148363|0.115232122591671|0.122935610123605|0.122935610123605|0.119543551774631|0.124400470069707|0.126402479830167|0.122880787262533|0.126450006764748|0.126402479830167|0.123175631148363|0.115232122591671|0.126402479830167|0.128140190098435|0.126402479830167|0.116002141856372|0.118923783923687|0.122935610123605|0.13010818869455|0.119543551774631
TAD652	Glutamatergic synapse|Pancreatic secretion|Serotonergic synapse|Spliceosome	0.097941594930177|0.0847127370822351|0.0971196203356066|0.114246925603886	0.122935610123605|0.119543551774631|0.122935610123605|0.127248573614474
TAD653	Glycosaminoglycan biosynthesis|Spliceosome	0.0400854469396349|0.0987560730889973	0.115232122591671|0.122935610123605
TAD687	Wnt signaling pathway	0.0400948668626837	0.115232122591671
TAD703	Complement and coagulation cascades|Gastric acid secretion|Staphylococcus aureus infection	0.115040392260826|0.109520551658387|0.0997848295735981	0.127912610677062|0.126402479830167|0.12317189900491
