GO.Term	GO.ID	TAD	P.value	P.adjust
positive regulation of ATP metabolic process 	1903580	TAD2238|TAD2266|TAD212|TAD8|TAD1251	0.0158268110414501|0.043713202828816|0.0142549769086786|0.00635971995833451|0.00952505402347026	0.0351331851246699|0.0534594162280028|0.0341031232244188|0.0312226708723271|0.0317468008020042
positive regulation of ATPase activity 	0032781	TAD3071|TAD2266|TAD526	0.0520501685970697|0.0657826505207068|0.00966576733022084	0.0589076740480973|0.067972816078157|0.0317468008020042
positive regulation of autophagosome assembly 	2000786	TAD135|TAD107	0.00869859964850506|0.00373624434844833	0.0317221844764827|0.0312226708723271
positive regulation of autophagy 	0010508	TAD873|TAD6|TAD1968|TAD2298|TAD1815|TAD107|TAD1296	0.036548021206942|0.0275363038640825|0.0474239036756492|0.0184415644444643|0.0184415644444643|0.0275363038640825|0.0229993588295375	0.0488882849671529|0.0428850320206872|0.0559310393761434|0.0369484590827856|0.0369484590827856|0.0428850320206872|0.0402000391874698
positive regulation of autophagy of mitochondrion 	1903599	TAD6|TAD2266	0.00290697479171098|0.013504000699184	0.0312226708723271|0.0336818959107878
positive regulation of axon extension 	0045773	TAD1915|TAD2649	0.0234460605592365|0.0143907186496219	0.0405342695151073|0.0341031232244188
positive regulation of axonogenesis 	0050772	TAD1915|TAD2649	0.0451784060802443|0.0278501033452353	0.0544298850713305|0.0431002815101622
positive regulation of B cell activation 	0050871	TAD1033|TAD2354|TAD3047|TAD3048|TAD1574	0.0164225748826714|0.0563182551027971|0.0718234283562313|0.0325776782436646|0.0325776782436646	0.0355658635586251|0.061652508228243|0.0727640330862789|0.0462125127829364|0.0462125127829364
positive regulation of B cell proliferation 	0030890	TAD1033|TAD2354|TAD1574	0.00415296316045877|0.0144625614426225|0.00828925181243256	0.0312226708723271|0.0341031232244188|0.0313865936270947
positive regulation of behavior 	0048520	TAD1033	0.00110830178992083	0.0312226708723271
positive regulation of binding 	0051099	TAD2238|TAD1163|TAD537|TAD2155|TAD2154	0.0547417090011348|0.0440355199170598|0.0167432585971505|0.0167432585971505|0.0332095841170057	0.0606154369555835|0.0536752416212995|0.0357514080538398|0.0357514080538398|0.0466647151194864
positive regulation of biomineral tissue development 	0070169	TAD1149|TAD2266|TAD1033	0.000453480510801042|0.0621388321687816|0.00456778419374315	0.0219743368297224|0.0653793966083022|0.0312226708723271
positive regulation of biosynthetic process 	0009891	TAD767|TAD2266	0.0241241097119957|0.0418515585042115	0.0408060034296495|0.0522863151974553
positive regulation of blood circulation 	1903524	TAD1121	0.00794359454707627	0.0313865936270947
positive regulation of blood coagulation 	0030194	TAD332|TAD816	0.00918058143495093|0.00656573862759602	0.0317468008020042|0.0312226708723271
positive regulation of blood pressure 	0045777	TAD1968|TAD2143	0.0307815651625746|0.00580690408359452	0.0450325366475431|0.0312226708723271
positive regulation of blood vessel endothelial cell migration 	0043536	TAD2536|TAD3071|TAD2716|TAD280|TAD1266	0.0517298299901412|0.0664400237728956|0.0337782393937049|0.0517298299901412|0.0367930763946258	0.0587175287992933|0.0682511853597549|0.0470136327409096|0.0587175287992933|0.0490336693581523
positive regulation of BMP signaling pathway 	0030513	TAD2793	0.00580790835188372	0.0312226708723271
positive regulation of bone mineralization 	0030501	TAD1149|TAD2266|TAD1033	0.000399814971806905|0.0584813109712526|0.00429124643989209	0.0202747179124309|0.0629942182592128|0.0312226708723271
positive regulation of bone remodeling 	0046852	TAD2303	0.00415066354797067	0.0312226708723271
positive regulation of bone resorption 	0045780	TAD2303	0.00415066354797067	0.0312226708723271
positive regulation of calcineurin-NFAT signaling cascade 	0070886	TAD2536|TAD2238|TAD2266	0.00821761919558239|0.00484093133507257|0.013504000699184	0.0313865936270947|0.0312226708723271|0.0336818959107878
positive regulation of calcium-mediated signaling 	0050850	TAD2536|TAD2238|TAD2266	0.0324907934080815|0.0192374440163258|0.00132976987654097	0.0462125127829364|0.0373505469004725|0.0312226708723271
positive regulation of calcium ion import 	0090280	TAD3071	0.0151434048967676	0.0347545975341708
positive regulation of calcium ion transmembrane transport 	1904427	TAD652|TAD1823	0.0120646612433675|0.00518778794585895	0.0329738890962001|0.0312226708723271
positive regulation of calcium ion transport 	0051928	TAD3071|TAD566|TAD2266|TAD1823|TAD760	0.0491469027900063|0.0136427338575174|3.43128961336181e-05|0.0068440826568853|0.00456778419374315	0.0570117574260444|0.0337044039278598|0.0030063703456477|0.0312226708723271|0.0312226708723271
positive regulation of calcium ion transport into cytosol 	0010524	TAD652|TAD2266	0.0154203237181754|3.12340892083792e-05	0.0347545975341708|0.00282612732176531
positive regulation of cAMP biosynthetic process 	0030819	TAD1650|TAD2674	0.0219537640273225|0.0165086538697974	0.0395469146612442|0.0355658635586251
positive regulation of cAMP metabolic process 	0030816	TAD1650|TAD2433|TAD2143	0.028451262599729|0.0196449238276022|0.0249378933457051	0.0435581125129922|0.0377948361284341|0.041220436227747
positive regulation of canonical Wnt signaling pathway 	0090263	TAD1510|TAD1174|TAD1382|TAD2723|TAD432|TAD2131|TAD837|TAD1376|TAD1978|TAD2113|TAD2154|TAD1725|TAD687	0.0535452469055043|0.0258641034344695|0.0609589019103344|0.0155978008637819|0.0609589019103344|0.0460735837016705|0.0609589019103344|0.0460735837016705|0.03854346249722|0.03854346249722|0.0460735837016705|0.0683149950877444|0.0155978008637819	0.0598078193985638|0.0419103425056673|0.0644908144857844|0.0349244617661436|0.0644908144857844|0.0550593148999973|0.0644908144857844|0.0550593148999973|0.0501797853220487|0.0501797853220487|0.0550593148999973|0.0694248054772565|0.0349244617661436
positive regulation of carbohydrate metabolic process 	0045913	TAD3071|TAD2238|TAD2266|TAD837|TAD212	0.0271002673433167|0.0124055072500905|0.0343699733320945|0.00993609326111322|0.0111715282920525	0.0425649035395706|0.0330028334900394|0.0474200695843467|0.0317468008020042|0.0323336971931206
positive regulation of cardiac muscle cell differentiation 	2000727	TAD2238|TAD1033	0.00690915181264495|0.00138528122068127	0.0312226708723271|0.0312226708723271
positive regulation of cardiac muscle cell proliferation 	0060045	TAD333|TAD1033	0.00449608461434436|0.00180067835428288	0.0312226708723271|0.0312226708723271
positive regulation of cardiac muscle contraction 	0060452	TAD2433	0.00456493908140443	0.0312226708723271
positive regulation of cardiac muscle hypertrophy 	0010613	TAD333|TAD2238|TAD233	0.00553134235018848|0.0110339912622015|0.00663416315157417	0.0312226708723271|0.0323336971931206|0.0312226708723271
positive regulation of cardiac muscle tissue development 	0055025	TAD1033	0.000831283952472117	0.0312226708723271
positive regulation of cardiac muscle tissue growth 	0055023	TAD333|TAD2238|TAD1033	0.00553134235018848|0.0110339912622015|0.0022159890728366	0.0312226708723271|0.0323336971931206|0.0312226708723271
positive regulation of cardiocyte differentiation 	1905209	TAD1121|TAD1033	0.00415080717421334|0.00166222224475421	0.0312226708723271|0.0312226708723271
positive regulation of catabolic process 	0009896	TAD1382|TAD212|TAD2797|TAD2298|TAD468	0.0338615063524669|0.000641077038832284|0.0255034210699481|0.0170742059534214|0.00857326567303973	0.0470136327409096|0.0275282826759592|0.0417126644807705|0.036017726447192|0.0317221844764827
positive regulation of catalytic activity 	0043085	TAD2536|TAD190|TAD1858|TAD1859	0.0381871329952376|0.0337690117692696|0.0068440826568853|0.027104908923845	0.0498707461441053|0.0470136327409096|0.0312226708723271|0.0425649035395706
positive regulation of catenin import into nucleus 	0035413	TAD1644	0.0022155286396599	0.0312226708723271
positive regulation of CD4-positive, alpha-beta T cell activation 	2000516	TAD212|TAD548|TAD2670	0.00435774388410159|0.00339076568215624|0.00242298261526996	0.0312226708723271|0.0312226708723271|0.0312226708723271
positive regulation of cell-cell adhesion 	0022409	TAD1878|TAD2303|TAD1290	0.0203962458151657|0.0136427338575174|0.0068440826568853	0.0382911365488866|0.0337044039278598|0.0312226708723271
positive regulation of cell-matrix adhesion 	0001954	TAD2536|TAD1296	0.0381871329952376|0.0113815466548293	0.0498707461441053|0.032591295224651
positive regulation of cell-substrate adhesion 	0010811	TAD2536|TAD2953|TAD1650|TAD1296	0.0595466437795926|0.0178873950557421|0.0561422877389756|0.0178873950557421	0.0635748313263112|0.036392901011535|0.0615892562045954|0.036392901011535
positive regulation of cell activation 	0050867	TAD332|TAD1174	0.00435774388410148|0.0197836531395352	0.0312226708723271|0.0377948361284341
positive regulation of cell adhesion 	0045785	TAD2953|TAD1878|TAD1290	0.0219786729066558|0.0392186335987734|0.0132448598923456	0.0395469146612442|0.05049310192559|0.0335055941460385
positive regulation of cell adhesion mediated by integrin 	0033630	TAD2536|TAD2953	0.0163716506761731|0.00484126627709947	0.0355658635586251|0.0312226708723271
positive regulation of cell aging 	0090343	TAD1149|TAD2189|TAD1670	0.00773557004577641|0.00718477102831705|0.00276873924128707	0.0313865936270947|0.0312452180388064|0.0312226708723271
positive regulation of cell cycle 	0045787	TAD2674|TAD2131|TAD2298|TAD526|TAD1290|TAD2665	0.0661109566309591|0.0336137607122746|0.0225350812512201|0.0225350812512201|0.0169487888524605|0.0336137607122746	0.0680447323276599|0.0469203651595304|0.0398937778563836|0.0398937778563836|0.0359178222983762|0.0469203651595304
positive regulation of cell cycle arrest 	0071158	TAD2674|TAD2673|TAD432|TAD1294|TAD1651	0.0661109566309591|0.107766840639269|0.0445683875202273|0.0499996105513081|0.0661109566309591	0.0680447323276599|0.108354912495123|0.0539809850497736|0.0575660137840214|0.0680447323276599
positive regulation of cell cycle G1/S phase transition 	1902808	TAD3038|TAD1100|TAD542	0.0298658448880612|0.0126807416961321|0.00952505402347026	0.0444644586194741|0.0333137057358765|0.0317468008020042
positive regulation of cell cycle G2/M phase transition 	1902751	TAD2498	0.0267627127903162	0.0423916508076161
positive regulation of cell cycle process 	0090068	TAD858|TAD432|TAD316|TAD2155	0.0647947786798194|0.0578058864685288|0.00741356613316713|0.0220777413408404	0.0673536041790225|0.0625392178362412|0.0313865936270947|0.0396223607807736
positive regulation of cell death 	0010942	TAD1141	0.0426088420434586	0.0527843560831923
positive regulation of cell development 	0010720	TAD333|TAD2238|TAD817	0.0117248169511297|0.0233161597715218|0.00235571260306244	0.0326965588835301|0.0404448460452643|0.0312226708723271
positive regulation of cell differentiation 	0045597	TAD1149|TAD2500|TAD842|TAD454|TAD1033|TAD2793|TAD1978	0.0147082642385134|0.0654333235545576|0.0654333235545576|0.039787389766331|0.0267030850402419|0.0526966930501378|0.0654333235545576	0.0344894446685106|0.067760198334548|0.067760198334548|0.050943561433164|0.0423916508076161|0.05937084872049|0.067760198334548
positive regulation of cell division 	0051781	TAD1476|TAD316|TAD2130	0.00849853793481026|0.00284071225663407|0.0633816108361985	0.0317221844764827|0.0312226708723271|0.066367973157061
positive regulation of cell growth 	0030307	TAD2238|TAD842|TAD2571|TAD2797	0.065882312402022|0.03349663421588|0.0530589942274085|0.0400614616241721	0.068001595665602|0.0468479588725396|0.0594471915423502|0.0510285133357668
positive regulation of cell migration 	0030335	TAD2536|TAD876|TAD3071|TAD1062|TAD316	0.0272900967550731|0.045239688076818|0.0441030198778843|0.0303908471946913|0.0153121319199057	0.0427998145464552|0.0544298850713305|0.0536953649221706|0.0447906988759456|0.0347545975341708
positive regulation of cell migration by vascular endothelial growth factor signaling pathway 	0038089	TAD876	0.00145439412524406	0.0312226708723271
positive regulation of cell migration involved in sprouting angiogenesis 	0090050	TAD2536|TAD2716	0.0186897592430623|0.0121310900724217	0.0369484590827856|0.0329738890962001
positive regulation of cell morphogenesis involved in differentiation 	0010770	TAD2536|TAD2953|TAD1653|TAD2154	0.0661984608173875|0.0199347418821846|0.0120081525734504|0.0238745661801352	0.0681071270988228|0.0379235356174317|0.0329738890962001|0.0408060034296495
positive regulation of cell motility 	2000147	TAD2536|TAD3071|TAD842	0.0184082945460529|0.0300303493168534|0.0604996749611466	0.0369332126172441|0.0446308388202118|0.06422108115542
positive regulation of cell projection organization 	0031346	TAD190|TAD1814|TAD1545|TAD1413|TAD1815	0.0635416061724858|0.0259102806812195|0.0130388137156681|0.0130388137156681|0.0173477918678453	0.0665011501551143|0.0419103425056673|0.0335055941460385|0.0335055941460385|0.036017726447192
positive regulation of cell proliferation 	0008284	TAD280|TAD1005|TAD1033|TAD1653|TAD1651|TAD1652|TAD1427	0.0876101191858593|0.0293771218734843|0.0578932042131217|0.0855734260559348|0.30088898660077|0.0293771218734843|0.0293771218734843	0.088280893688923|0.0441637372891099|0.0625535485121842|0.0862800815491835|0.301067238370083|0.0441637372891099|0.0441637372891099
positive regulation of cellular amide metabolic process 	0034250	TAD3079|TAD116	0.0535933301715372|0.0374112699686413	0.0598078193985638|0.0495330297703437
positive regulation of cellular biosynthetic process 	0031328	TAD2500|TAD6|TAD2266|TAD1201	0.0538890879485696|0.0643154557761392|0.0378066317784107|0.0433472775059502	0.0601282470491747|0.0670686179085608|0.0497639182286549|0.0533043696451037
positive regulation of cellular carbohydrate metabolic process 	0010676	TAD506|TAD316	0.0080795091896082|0.000900713642347228	0.0313865936270947|0.0312226708723271
positive regulation of cellular catabolic process 	0031331	TAD506|TAD212|TAD2298|TAD1815|TAD107	0.0642069279330755|0.0642069279330755|0.0290580596112423|0.0290580596112423|0.043271843695018	0.0669761201928756|0.0669761201928756|0.0439842234653218|0.0439842234653218|0.0532633139809684
positive regulation of cellular component biogenesis 	0044089	TAD332|TAD2500|TAD858|TAD2433|TAD1653	0.0414480149539759|0.0297821752021872|0.0529751784733106|0.064365295313667|0.017976010518896	0.0521110430373964|0.0443842005145537|0.0593944317031674|0.0671067801140639|0.0364994771786199
positive regulation of cellular component movement 	0051272	TAD280|TAD2649|TAD1545	0.0244625559526453|0.0158945261992798|0.00435895048356416	0.0410768764449113|0.0351635769070858|0.0312226708723271
positive regulation of cellular component organization 	0051130	TAD2797|TAD1653|TAD107|TAD2800	0.043271843695018|0.0218729265701078|0.043271843695018|0.0361909063560759	0.0532633139809684|0.0395469146612442|0.0532633139809684|0.0486546358467065
positive regulation of cellular extravasation 	0002693	TAD1163	0.00332168144298328	0.0312226708723271
positive regulation of cellular metabolic process 	0031325	TAD1141|TAD6|TAD1360|TAD548|TAD1376	0.0679473535623603|0.0376477881341268|0.0619639020605623|0.0437846428850567|0.0376477881341268	0.0692108232989204|0.0496128328935294|0.065327745730424|0.0535174974064847|0.0496128328935294
positive regulation of cellular process 	0048522	TAD1005|TAD2266|TAD1653|TAD1651|TAD1652|TAD1427	0.0359592600290999|0.0170604160644732|0.104052020016225|0.35572611045924|0.0359592600290999|0.0359592600290999	0.048484791632687|0.0360113010617312|0.104650969714612|0.355761216164407|0.048484791632687|0.048484791632687
positive regulation of cellular protein localization 	1903829	TAD6|TAD3033|TAD548|TAD2158	0.0271300102788995|0.0578664847685483|0.0315806527771039|0.0271300102788995	0.0425728591152629|0.0625524739464077|0.0456441323772382|0.0425728591152629
positive regulation of cellular protein metabolic process 	0032270	TAD1027|TAD1099|TAD1100|TAD1118|TAD116	0.0613093973871465|0.0372450179561696|0.0493525127032779|0.0311342065335579|0.055349664962827	0.0647737107090641|0.0493580504731036|0.0570971506624317|0.0453826647969749|0.061014882878629
positive regulation of cellular response to insulin stimulus 	1900078	TAD506|TAD2238	0.00931734662146921|0.0103475906453651	0.0317468008020042|0.0320301343511385
positive regulation of cellular response to transforming growth factor beta stimulus 	1903846	TAD280|TAD2793|TAD1670|TAD1290	0.0221572833938987|0.00525586694362135|0.00656573862759602|0.00394435916983216	0.0396787259080702|0.0312226708723271|0.0312226708723271|0.0312226708723271
positive regulation of cellular senescence 	2000774	TAD1149|TAD2189|TAD1670	0.00677167176522153|0.00628928792440853|0.00242298261526996	0.0312226708723271|0.0312226708723271|0.0312226708723271
positive regulation of centrosome cycle 	0046607	TAD1067	0.00373624434844888	0.0312226708723271
positive regulation of chemokine production 	0032722	TAD280|TAD1574|TAD2670|TAD1651	0.0393226065187851|0.00939057893628692|0.0117248169511297|0.027915654833075	0.0505319927036987|0.0317468008020042|0.0326965588835301|0.0431002815101622
positive regulation of chemokine secretion 	0090197	TAD1651	0.00663370450283518	0.0312226708723271
positive regulation of chemotaxis 	0050921	TAD280	0.0550873510840469	0.0608361069207726
positive regulation of cholesterol efflux 	0010875	TAD1743	0.00718477102831683	0.0312452180388064
positive regulation of cholesterol transport 	0032376	TAD1743	0.00938636316297969	0.0317468008020042
positive regulation of chromatin binding 	0035563	TAD1163|TAD2155	0.00442676109303808|0.001662049526438	0.0312226708723271|0.0312226708723271
positive regulation of chromosome organization 	2001252	TAD2155	0.00394435916983216	0.0312226708723271
positive regulation of chromosome segregation 	0051984	TAD2155	0.00228484299174292	0.0312226708723271
positive regulation of cilium assembly 	0045724	TAD2571|TAD1067	0.00883636600185134|0.0099357502752635	0.0317221844764827|0.0317468008020042
positive regulation of circadian rhythm 	0042753	TAD1118|TAD1978	0.00345996488210043|0.00345996488210043	0.0312226708723271|0.0312226708723271
positive regulation of clathrin-dependent endocytosis 	2000370	TAD1773	0.00415066354797089	0.0312226708723271
positive regulation of coagulation 	0050820	TAD816	0.00311439999025021	0.0312226708723271
positive regulation of coenzyme metabolic process 	0051197	TAD2238|TAD2266|TAD212	0.0103475906453651|0.0287218487211132|0.00931734662146921	0.0320301343511385|0.0436809132151573|0.0317468008020042
positive regulation of CREB transcription factor activity 	0032793	TAD1814|TAD1815	0.0062206053510544|0.00415109446648665	0.0312226708723271|0.0312226708723271
positive regulation of cyclase activity 	0031281	TAD2674|TAD1858|TAD1859	0.00993540732102827|0.00249238324073919|0.00993540732102827	0.0317468008020042|0.0312226708723271|0.0317468008020042
positive regulation of cyclic nucleotide biosynthetic process 	0030804	TAD1650	0.0197788938055	0.0377948361284341
positive regulation of cyclic nucleotide metabolic process 	0030801	TAD2433|TAD2143	0.0121310900724217|0.0154155445253334	0.0329738890962001|0.0347545975341708
positive regulation of cyclin-dependent protein kinase activity 	1904031	TAD3071	0.0389184867525083	0.0503858070046947
positive regulation of cyclin-dependent protein serine/threonine kinase activity 	0045737	TAD3071|TAD280	0.0447760846664231|0.0347731289113961	0.0541330393193209|0.0476818163474596
positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle 	0031659	TAD280	0.00821761919558239	0.0313865936270947
positive regulation of cysteine-type endopeptidase activity 	2001056	TAD1099|TAD1100|TAD170|TAD3085|TAD1878	0.0226514366414473|0.0300893743369359|0.014953396584|0.0189114957115986|0.0337874737762059	0.0398937778563836|0.0446308388202118|0.0345582031886559|0.0371711558015986|0.0470136327409096
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process 	0043280	TAD2485|TAD2484|TAD2500|TAD506|TAD927|TAD3085|TAD1878|TAD2670	0.0659694955216348|0.058857919314025|0.0371997079245489|0.0659694955216348|0.0444734279021075|0.0371997079245489|0.0659694955216348|0.0371997079245489	0.0680027329484535|0.0631715020233076|0.0493580504731036|0.0680027329484535|0.0539429944177089|0.0493580504731036|0.0680027329484535|0.0493580504731036
positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway 	2001269	TAD1650|TAD1141|TAD2670	0.016508085706247|0.0113768346403954|0.00518635218240593	0.0355658635586251|0.032591295224651|0.0312226708723271
positive regulation of cytokine-mediated signaling pathway 	0001961	TAD280|TAD1574	0.0381871329952376|0.00911533319550784	0.0498707461441053|0.0317221844764827
positive regulation of cytokine biosynthetic process 	0042108	TAD767	0.000876902891372869	0.0312226708723271
positive regulation of cytokine production 	0001819	TAD2326|TAD1174|TAD1574	0.0595974834813456|0.0851495777184506|0.0595974834813456	0.0635748313263112|0.0858698199421613|0.0635748313263112
positive regulation of cytokine production involved in inflammatory response 	1900017	TAD767|TAD111	0.00993575027526306|0.00684029714661227	0.0317468008020042|0.0312226708723271
positive regulation of cytokine secretion 	0050715	TAD1756|TAD432|TAD1916|TAD2670|TAD1651	0.00134744827182558|0.0397632090151403|0.0685583209570976|0.0250381741674126|0.0590558679359517	0.0312226708723271|0.0509302780787957|0.0695813745197022|0.0412848774833321|0.0632968974788932
positive regulation of cytokinesis 	0032467	TAD316|TAD2130	0.00235571260306244|0.0528395238102286	0.0312226708723271|0.05937084872049
positive regulation of cytolysis 	0045919	TAD2266	0.021141441212994	0.0387587210105644
positive regulation of cytoplasmic transport 	1903651	TAD2058	0.00484093133507313	0.0312226708723271
positive regulation of cytoskeleton organization 	0051495	TAD1967|TAD2953|TAD332|TAD333|TAD858|TAD370|TAD316|TAD792	0.031591468767905|0.0263954923965813|0.0367600732528898|0.0263954923965813|0.0470157350536922|0.0419014481565032|0.00533499618928845|0.0211720011002141	0.0456441323772382|0.0421845008590057|0.0490336693581523|0.0421845008590057|0.0556674213148868|0.0522863151974553|0.0312226708723271|0.0387917300939378
positive regulation of cytosolic calcium ion concentration 	0007204	TAD1968|TAD2266|TAD2882|TAD2354	0.0050557351383581|0.000118854250164653|0.0812654942871475|0.0627615394089761	0.0312226708723271|0.00858211219214769|0.0820309071844361|0.065895714916138
positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway 	0051482	TAD2310|TAD1968|TAD2354	0.0192374440163258|0.00040213324456272|0.0135040006991834	0.0373505469004725|0.0202747179124309|0.0336818959107878
positive regulation of deacetylase activity 	0090045	TAD1858|TAD1859	0.00124670993101039|0.00497907098859629	0.0312226708723271|0.0312226708723271
positive regulation of defense response 	0031349	TAD111|TAD2774|TAD1033|TAD1815|TAD1651	0.0549932957780143|0.0402981598736278|0.0102283442738625|0.0203534690154313|0.0598421722245844	0.0607744884857575|0.0512591379640196|0.0320301343511385|0.0382911365488866|0.0637687248500461
positive regulation of defense response to virus by host 	0002230	TAD3071	0.000457672744204265	0.0219743368297224
positive regulation of dendrite development 	1900006	TAD2189|TAD1653|TAD2154	0.0284541844124737|0.0066371464329632|0.0132316089115743	0.0435581125129922|0.0312226708723271|0.0335055941460385
positive regulation of dendrite extension 	1903861	TAD2571|TAD2797	0.00938636316297969|0.0070475775249591	0.0317468008020042|0.0312452180388064
positive regulation of dendrite morphogenesis 	0050775	TAD1653|TAD2154	0.00332225642609207|0.00663416315157417	0.0312226708723271|0.0312226708723271
positive regulation of dendritic cell chemotaxis 	2000510	TAD2670	0.00242298261526996	0.0312226708723271
positive regulation of dendritic spine development 	0060999	TAD2189|TAD2154	0.0178726249482662|0.00828696048023014	0.036392901011535|0.0313865936270947
positive regulation of dendritic spine morphogenesis 	0061003	TAD2154	0.00290697479171098	0.0312226708723271
positive regulation of dephosphorylation 	0035306	TAD2266|TAD1497	0.0455713589926464|0.00498062172094116	0.0546963160843694|0.0312226708723271
positive regulation of developmental growth 	0048639	TAD1915|TAD2238|TAD2649|TAD2571|TAD2797	0.0617646941480366|0.0347897523261413|0.0382027539645915|0.0279280896893004|0.0210186107354918	0.0651596304909643|0.0476818163474596|0.0498707461441053|0.0431002815101622|0.0387488814250453
positive regulation of developmental process 	0051094	TAD2953|TAD3071|TAD333|TAD506|TAD1476|TAD454|TAD233|TAD2131	0.03854346249722|0.0126714065161523|0.03854346249722|0.0683149950877444|0.0233060295729767|0.0233060295729767|0.0460735837016705|0.0460735837016705	0.0501797853220487|0.0333137057358765|0.0501797853220487|0.0694248054772565|0.0404448460452643|0.0404448460452643|0.0550593148999973|0.0550593148999973
positive regulation of DNA-dependent DNA replication 	2000105	TAD1149	0.0115824836139131	0.0326590512939334
positive regulation of DNA-templated transcription, elongation 	0032786	TAD2484|TAD1859	0.0132288717493196|0.0197802533028175	0.0335055941460385|0.0377948361284341
positive regulation of DNA-templated transcription, initiation 	2000144	TAD1121|TAD2266	0.00553134235018848|0.030608087328119	0.0312226708723271|0.0449694487013333
positive regulation of DNA binding 	0043388	TAD2238|TAD6|TAD2310|TAD454|TAD2189	0.0233161597715218|0.0140537160517434|0.0233161597715218|0.00705099013966504|0.0302075116901355	0.0404448460452643|0.0340594342600153|0.0404448460452643|0.0312452180388064|0.0446308388202118
positive regulation of DNA biosynthetic process 	2000573	TAD2194|TAD899	0.0374717284172421|0.0263773790400558	0.0495483423512959|0.0421845008590057
positive regulation of DNA damage response, signal transduction by p53 class mediator 	0043517	TAD1149|TAD170	0.0135007427697469|0.046515703094167	0.0336818959107878|0.0553599688968042
positive regulation of DNA metabolic process 	0051054	TAD2953|TAD332|TAD333|TAD2238|TAD816|TAD2845	0.0280900139102678|0.0391064945877577|0.0280900139102678|0.0554003337858333|0.0280900139102678|0.0445683875202273	0.0432291876942526|0.05049310192559|0.0432291876942526|0.0610379411378163|0.0432291876942526|0.0539809850497736
positive regulation of DNA recombination 	0045911	TAD1650|TAD1133	0.00883636600185089|0.00663370450283518	0.0317221844764827|0.0312226708723271
positive regulation of DNA repair 	0045739	TAD2953|TAD816|TAD233|TAD2845|TAD2155	0.0130969447401877|0.0130969447401877|0.0156962181044705|0.0208747829002728|0.00787833269928317	0.0335055941460385|0.0335055941460385|0.0349748184412279|0.0386524849098053|0.0313865936270947
positive regulation of DNA replication 	0045740	TAD1149|TAD3071|TAD2238|TAD2266	0.0334348196990205|0.0520501685970697|0.0239944595424976|0.0657826505207068	0.0468479588725396|0.0589076740480973|0.0408060034296495|0.067972816078157
positive regulation of double-strand break repair 	2000781	TAD1650|TAD1133|TAD526|TAD2155	0.016508085706247|0.0124050795079864|0.00415109446648665|0.00311483129735679	0.0355658635586251|0.0330028334900394|0.0312226708723271|0.0312226708723271
positive regulation of early endosome to late endosome transport 	2000643	TAD2058	0.00387435535637148	0.0312226708723271
positive regulation of embryonic development 	0040019	TAD2238|TAD1476|TAD2397	0.0171923430705109|0.00518778794585895|0.0256817509761373	0.036017726447192|0.0312226708723271|0.0418489892896247
positive regulation of endocytosis 	0045807	TAD1814|TAD2797|TAD1815|TAD1112|TAD2158	0.0263169987268644|0.0263169987268644|0.0176213206662119|0.0176213206662119|0.0263169987268644	0.0421845008590057|0.0421845008590057|0.0362293494890224|0.0362293494890224|0.0421845008590057
positive regulation of endopeptidase activity 	0010950	TAD212|TAD1545	0.0148706400042945|0.00498062172094116	0.0344894446685106|0.0312226708723271
positive regulation of endothelial cell chemotaxis 	2001028	TAD2266	0.0249387483862336	0.041220436227747
positive regulation of endothelial cell migration 	0010595	TAD280|TAD346|TAD1266	0.00300853979699307|0.0566933366857401|0.0566933366857401	0.0312226708723271|0.0617786206064159|0.0617786206064159
positive regulation of endothelial cell proliferation 	0001938	TAD1510|TAD501	0.0320524934836228|0.00926304978597514	0.0459434185237671|0.0317468008020042
positive regulation of epidermal cell differentiation 	0045606	TAD2953|TAD1376	0.00587623680036886|0.0070475775249591	0.0312226708723271|0.0312452180388064
positive regulation of epidermal growth factor-activated receptor activity 	0045741	TAD280|TAD889	0.0117199633845143|0.00345996488210043	0.0326965588835301|0.0312226708723271
positive regulation of epidermal growth factor receptor signaling pathway 	0045742	TAD280|TAD889	0.033632595317978|0.0100075114773217	0.0469272643470177|0.0317719678293165
positive regulation of epidermis development 	0045684	TAD1376|TAD992	0.00373624434844833|0.00311439999025021	0.0312226708723271|0.0312226708723271
positive regulation of epithelial cell apoptotic process 	1904037	TAD1376	0.00663416315157417	0.0312226708723271
positive regulation of epithelial cell differentiation 	0030858	TAD2536|TAD346|TAD1376|TAD817	0.0221572833938987|0.0156891915622319|0.00787397614950291|0.00131642763112305	0.0396787259080702|0.0349748184412279|0.0313865936270947|0.0312226708723271
positive regulation of epithelial cell migration 	0010634	TAD346|TAD316	0.0598421722245844|0.00512713919490038	0.0637687248500461|0.0312226708723271
positive regulation of epithelial cell proliferation 	0050679	TAD1510|TAD1878|TAD501	0.0507652572243169|0.0647947786798194|0.014772681184702	0.0580714659342169|0.0673536041790225|0.0344894446685106
